_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count,next_year_month_x,total_precip,next_year_month_y,avg_temp
208,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,622.727272727273,22,201701,3.43,201701,33.6
209,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1040.59090909091,22,201701,3.43,201701,33.6
210,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,905.909090909091,22,201701,3.43,201701,33.6
211,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,718.681818181818,22,201701,3.43,201701,33.6
212,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,265.681818181818,22,201701,3.43,201701,33.6
213,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1654.0,22,201701,3.43,201701,33.6
214,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,985.045454545455,22,201701,3.43,201701,33.6
215,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1183.31818181818,22,201701,3.43,201701,33.6
216,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-01-01,201701,SAT.,1177.0,4,201701,3.43,201701,33.6
217,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-01-01,201701,SAT.,1006.0,4,201701,3.43,201701,33.6
218,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-01-01,201701,SAT.,4614.0,4,201701,3.43,201701,33.6
219,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-01-01,201701,SUN.,1467.0,5,201701,3.43,201701,33.6
220,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-01-01,201701,SUN.,1295.0,5,201701,3.43,201701,33.6
221,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-01-01,201701,SUN.,3600.8,5,201701,3.43,201701,33.6
222,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-01-01,201701,WEEKDAY,6237.0,22,201701,3.43,201701,33.6
223,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-01-01,201701,WEEKDAY,8674.0,22,201701,3.43,201701,33.6
224,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-01-01,201701,WEEKDAY,10622.5909090909,22,201701,3.43,201701,33.6
225,MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-01-01,201701,SAT.,1913.5,4,201701,3.43,201701,33.6
226,MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-01-01,201701,SUN.,1078.4,5,201701,3.43,201701,33.6
227,MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-01-01,201701,WEEKDAY,814.045454545455,22,201701,3.43,201701,33.6
228,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,SAT.,1238.75,4,201702,3.54,201702,34.6
229,4,004,4 - TROY HILL,Ross,Bus,2017-02-01,201702,SAT.,278.0,4,201702,3.54,201702,34.6
230,6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,SAT.,558.75,4,201702,3.54,201702,34.6
231,8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,SAT.,1749.75,4,201702,3.54,201702,34.6
232,11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,SAT.,229.25,4,201702,3.54,201702,34.6
233,12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,SAT.,1242.25,4,201702,3.54,201702,34.6
234,13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,SAT.,1474.0,4,201702,3.54,201702,34.6
235,14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,SAT.,586.0,4,201702,3.54,201702,34.6
236,15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,SAT.,805.0,4,201702,3.54,201702,34.6
237,16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,SAT.,2018.75,4,201702,3.54,201702,34.6
238,17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,SAT.,533.0,4,201702,3.54,201702,34.6
239,21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,SAT.,571.0,4,201702,3.54,201702,34.6
240,22,022,22 - MCCOY,Collier,Bus,2017-02-01,201702,SAT.,435.0,4,201702,3.54,201702,34.6
241,24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,SAT.,1235.0,4,201702,3.54,201702,34.6
242,26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,SAT.,577.0,4,201702,3.54,201702,34.6
243,27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,SAT.,632.0,4,201702,3.54,201702,34.6
244,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,SAT.,1287.75,4,201702,3.54,201702,34.6
245,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,SAT.,866.25,4,201702,3.54,201702,34.6
246,38,038,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,SAT.,312.75,4,201702,3.54,201702,34.6
247,39,039,39 - BROOKLINE,Collier,Bus,2017-02-01,201702,SAT.,237.0,4,201702,3.54,201702,34.6
248,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-02-01,201702,SAT.,236.5,4,201702,3.54,201702,34.6
249,41,041,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,SAT.,517.5,4,201702,3.54,201702,34.6
250,43,043,43 - BAILEY,Collier,Bus,2017-02-01,201702,SAT.,375.25,4,201702,3.54,201702,34.6
251,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,SAT.,307.0,4,201702,3.54,201702,34.6
252,48,048,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,SAT.,2085.0,4,201702,3.54,201702,34.6
253,51,051,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,SAT.,4782.5,4,201702,3.54,201702,34.6
254,53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-02-01,201702,SAT.,316.25,4,201702,3.54,201702,34.6
255,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,SAT.,2469.25,4,201702,3.54,201702,34.6
256,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,SAT.,643.5,4,201702,3.54,201702,34.6
257,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,SAT.,695.25,4,201702,3.54,201702,34.6
258,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,SAT.,941.25,4,201702,3.54,201702,34.6
259,58,058,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,SAT.,314.25,4,201702,3.54,201702,34.6
260,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,SAT.,1882.0,4,201702,3.54,201702,34.6
261,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,SAT.,3391.5,4,201702,3.54,201702,34.6
262,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,SAT.,2974.5,4,201702,3.54,201702,34.6
263,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-01,201702,SAT.,4497.75,4,201702,3.54,201702,34.6
264,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,SAT.,3741.25,4,201702,3.54,201702,34.6
265,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,SAT.,1571.25,4,201702,3.54,201702,34.6
266,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,SAT.,897.75,4,201702,3.54,201702,34.6
267,68,068,,,Bus,2017-02-01,201702,SAT.,383.25,4,201702,3.54,201702,34.6
268,69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,SAT.,373.5,4,201702,3.54,201702,34.6
269,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,SAT.,2935.75,4,201702,3.54,201702,34.6
270,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,SAT.,2524.75,4,201702,3.54,201702,34.6
271,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,SAT.,3369.75,4,201702,3.54,201702,34.6
272,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,SAT.,2257.25,4,201702,3.54,201702,34.6
273,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,SAT.,457.5,4,201702,3.54,201702,34.6
274,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,SAT.,1974.5,4,201702,3.54,201702,34.6
275,77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,SAT.,1057.25,4,201702,3.54,201702,34.6
276,79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,SAT.,662.5,4,201702,3.54,201702,34.6
277,81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,SAT.,874.0,4,201702,3.54,201702,34.6
278,82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,SAT.,2662.75,4,201702,3.54,201702,34.6
279,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,SAT.,1320.75,4,201702,3.54,201702,34.6
280,86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,SAT.,2665.25,4,201702,3.54,201702,34.6
281,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,SAT.,584.0,4,201702,3.54,201702,34.6
282,88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,SAT.,1806.0,4,201702,3.54,201702,34.6
283,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,SAT.,126.75,4,201702,3.54,201702,34.6
284,91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,SAT.,1937.25,4,201702,3.54,201702,34.6
285,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,SAT.,1063.5,4,201702,3.54,201702,34.6
286,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,SAT.,4455.5,4,201702,3.54,201702,34.6
287,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,799.0,4,201702,3.54,201702,34.6
288,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,426.25,4,201702,3.54,201702,34.6
289,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,621.75,4,201702,3.54,201702,34.6
290,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,SUN.,883.75,4,201702,3.54,201702,34.6
291,6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,SUN.,506.5,4,201702,3.54,201702,34.6
292,8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,SUN.,1013.0,4,201702,3.54,201702,34.6
293,11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,SUN.,139.25,4,201702,3.54,201702,34.6
294,12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,SUN.,724.0,4,201702,3.54,201702,34.6
295,13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,SUN.,838.0,4,201702,3.54,201702,34.6
296,14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,SUN.,345.25,4,201702,3.54,201702,34.6
297,15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,SUN.,468.0,4,201702,3.54,201702,34.6
298,16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,SUN.,1478.5,4,201702,3.54,201702,34.6
299,17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,SUN.,408.5,4,201702,3.54,201702,34.6
300,21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,SUN.,336.25,4,201702,3.54,201702,34.6
301,24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,SUN.,886.5,4,201702,3.54,201702,34.6
302,26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,SUN.,322.5,4,201702,3.54,201702,34.6
303,27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,SUN.,474.25,4,201702,3.54,201702,34.6
304,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,SUN.,1119.25,4,201702,3.54,201702,34.6
305,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,SUN.,592.25,4,201702,3.54,201702,34.6
306,38,038,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,SUN.,144.0,4,201702,3.54,201702,34.6
307,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-02-01,201702,SUN.,173.25,4,201702,3.54,201702,34.6
308,41,041,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,SUN.,310.25,4,201702,3.54,201702,34.6
309,43,043,43 - BAILEY,Collier,Bus,2017-02-01,201702,SUN.,251.0,4,201702,3.54,201702,34.6
310,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,SUN.,221.75,4,201702,3.54,201702,34.6
311,48,048,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,SUN.,1141.25,4,201702,3.54,201702,34.6
312,51,051,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,SUN.,3147.0,4,201702,3.54,201702,34.6
313,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,SUN.,1156.5,4,201702,3.54,201702,34.6
314,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,SUN.,464.0,4,201702,3.54,201702,34.6
315,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,SUN.,504.25,4,201702,3.54,201702,34.6
316,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,SUN.,647.5,4,201702,3.54,201702,34.6
317,58,058,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,SUN.,184.75,4,201702,3.54,201702,34.6
318,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,SUN.,1228.75,4,201702,3.54,201702,34.6
319,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,SUN.,2313.5,4,201702,3.54,201702,34.6
320,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,SUN.,1929.75,4,201702,3.54,201702,34.6
321,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-01,201702,SUN.,3218.25,4,201702,3.54,201702,34.6
322,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,SUN.,2585.25,4,201702,3.54,201702,34.6
323,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,SUN.,958.75,4,201702,3.54,201702,34.6
324,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,SUN.,605.75,4,201702,3.54,201702,34.6
325,68,068,,,Bus,2017-02-01,201702,SUN.,242.0,4,201702,3.54,201702,34.6
326,69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,SUN.,244.25,4,201702,3.54,201702,34.6
327,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,SUN.,1986.25,4,201702,3.54,201702,34.6
328,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,SUN.,1340.75,4,201702,3.54,201702,34.6
329,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,SUN.,1970.25,4,201702,3.54,201702,34.6
330,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,SUN.,1522.0,4,201702,3.54,201702,34.6
331,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,SUN.,1258.75,4,201702,3.54,201702,34.6
332,77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,687.0,4,201702,3.54,201702,34.6
333,79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,356.75,4,201702,3.54,201702,34.6
334,81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,559.5,4,201702,3.54,201702,34.6
335,82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,SUN.,1772.75,4,201702,3.54,201702,34.6
336,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,826.25,4,201702,3.54,201702,34.6
337,86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,SUN.,1720.5,4,201702,3.54,201702,34.6
338,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,SUN.,253.75,4,201702,3.54,201702,34.6
339,88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,SUN.,1247.25,4,201702,3.54,201702,34.6
340,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,SUN.,130.5,4,201702,3.54,201702,34.6
341,91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,SUN.,1174.25,4,201702,3.54,201702,34.6
342,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,SUN.,588.5,4,201702,3.54,201702,34.6
343,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,SUN.,3180.5,4,201702,3.54,201702,34.6
344,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,593.0,4,201702,3.54,201702,34.6
345,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,362.75,4,201702,3.54,201702,34.6
346,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,WEEKDAY,1638.0,20,201702,3.54,201702,34.6
347,2,002,2 - MOUNT ROYAL,Ross,Bus,2017-02-01,201702,WEEKDAY,1037.75,20,201702,3.54,201702,34.6
348,4,004,4 - TROY HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,702.2,20,201702,3.54,201702,34.6
349,6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,1241.1,20,201702,3.54,201702,34.6
350,7,007,7 - SPRING GARDEN,Ross,Bus,2017-02-01,201702,WEEKDAY,135.8,20,201702,3.54,201702,34.6
351,8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,WEEKDAY,3379.6,20,201702,3.54,201702,34.6
352,11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,WEEKDAY,534.25,20,201702,3.54,201702,34.6
353,12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,WEEKDAY,935.2,20,201702,3.54,201702,34.6
354,13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,WEEKDAY,2153.25,20,201702,3.54,201702,34.6
355,14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,WEEKDAY,1232.9,20,201702,3.54,201702,34.6
356,15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,WEEKDAY,1097.45,20,201702,3.54,201702,34.6
357,16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,WEEKDAY,3971.35,20,201702,3.54,201702,34.6
358,17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,WEEKDAY,1203.9,20,201702,3.54,201702,34.6
359,18,018,18 - MANCHESTER,Ross,Bus,2017-02-01,201702,WEEKDAY,103.9,20,201702,3.54,201702,34.6
360,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-02-01,201702,WEEKDAY,658.05,20,201702,3.54,201702,34.6
361,20,020,20 - KENNEDY,Collier,Bus,2017-02-01,201702,WEEKDAY,589.95,20,201702,3.54,201702,34.6
362,21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,WEEKDAY,1260.65,20,201702,3.54,201702,34.6
363,22,022,22 - MCCOY,Collier,Bus,2017-02-01,201702,WEEKDAY,801.25,20,201702,3.54,201702,34.6
364,24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,WEEKDAY,1647.65,20,201702,3.54,201702,34.6
365,26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,WEEKDAY,1028.25,20,201702,3.54,201702,34.6
366,27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,WEEKDAY,1179.8,20,201702,3.54,201702,34.6
367,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1691.9,20,201702,3.54,201702,34.6
368,29,029,29 - ROBINSON,Collier,Bus,2017-02-01,201702,WEEKDAY,871.75,20,201702,3.54,201702,34.6
369,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1605.75,20,201702,3.54,201702,34.6
370,36,036,36 - BANKSVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,574.6,20,201702,3.54,201702,34.6
371,38,038,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,WEEKDAY,2493.85,20,201702,3.54,201702,34.6
372,39,039,39 - BROOKLINE,Collier,Bus,2017-02-01,201702,WEEKDAY,1547.2,20,201702,3.54,201702,34.6
373,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-02-01,201702,WEEKDAY,601.65,20,201702,3.54,201702,34.6
374,41,041,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,WEEKDAY,1784.75,20,201702,3.54,201702,34.6
375,43,043,43 - BAILEY,Collier,Bus,2017-02-01,201702,WEEKDAY,735.55,20,201702,3.54,201702,34.6
376,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1059.95,20,201702,3.54,201702,34.6
377,48,048,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,WEEKDAY,3111.35,20,201702,3.54,201702,34.6
378,51,051,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,7996.8,20,201702,3.54,201702,34.6
379,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,740.1,20,201702,3.54,201702,34.6
380,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,433.1,20,201702,3.54,201702,34.6
381,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1373.35,20,201702,3.54,201702,34.6
382,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,WEEKDAY,4074.0,20,201702,3.54,201702,34.6
383,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,901.4,20,201702,3.54,201702,34.6
384,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1714.9,20,201702,3.54,201702,34.6
385,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1272.75,20,201702,3.54,201702,34.6
386,58,058,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1228.5,20,201702,3.54,201702,34.6
387,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1949.65,20,201702,3.54,201702,34.6
388,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,514.75,20,201702,3.54,201702,34.6
389,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5078.95,20,201702,3.54,201702,34.6
390,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,4687.7,20,201702,3.54,201702,34.6
391,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,6589.4,20,201702,3.54,201702,34.6
392,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5781.8,20,201702,3.54,201702,34.6
393,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1602.4,20,201702,3.54,201702,34.6
394,65,065,65 - SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,WEEKDAY,428.45,20,201702,3.54,201702,34.6
395,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2269.3,20,201702,3.54,201702,34.6
396,68,068,,,Bus,2017-02-01,201702,WEEKDAY,283.35,20,201702,3.54,201702,34.6
397,69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1810.8,20,201702,3.54,201702,34.6
398,71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,91.65,20,201702,3.54,201702,34.6
399,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6214.45,20,201702,3.54,201702,34.6
400,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,WEEKDAY,5171.45,20,201702,3.54,201702,34.6
401,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6082.5,20,201702,3.54,201702,34.6
402,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4987.15,20,201702,3.54,201702,34.6
403,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1002.6,20,201702,3.54,201702,34.6
404,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3259.45,20,201702,3.54,201702,34.6
405,77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2325.05,20,201702,3.54,201702,34.6
406,78,078,,,Bus,2017-02-01,201702,WEEKDAY,123.3,20,201702,3.54,201702,34.6
407,79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1013.55,20,201702,3.54,201702,34.6
408,81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1704.55,20,201702,3.54,201702,34.6
409,82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4010.45,20,201702,3.54,201702,34.6
410,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,2367.5,20,201702,3.54,201702,34.6
411,86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2908.15,20,201702,3.54,201702,34.6
412,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2857.0,20,201702,3.54,201702,34.6
413,88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3192.0,20,201702,3.54,201702,34.6
414,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,399.8,20,201702,3.54,201702,34.6
415,91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,WEEKDAY,4416.85,20,201702,3.54,201702,34.6
416,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1794.15,20,201702,3.54,201702,34.6
417,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,WEEKDAY,3854.55,20,201702,3.54,201702,34.6
